1407	5	264,67,72,52,53	6
1413	8	140,67,72,73,64	7
1417	6	133,52,53,72,73	3
1427	7	345,25,26,67,64	3
1431	2	264,25,67,52,53	1
1449	2	354,67,52,53	3
1453	7	196,65,67	7
1462	3	274,24,67	3
1468	2	264,67,64	2
1478	3	264,67	3
1506	6	133,52,53,72,73	3
1507	5	144,67	3
1513	3	264,42,44,52,53,67	2
1519	6	266,67	7
1530	1	263,47,52,53	1
1537	2	269,263,25,67,52,53,64	3
1540	2	133,52,53	3
1547	7	225,67,72,64	7
1560	2	264,67,64	2
1567	6	312,67,52	6
1569	2	264,67,64	7
1581	2	264,65,67,64	2
1591	5	133,52,53,72,73	3
1603	5	347	7
1615	7	338,25,67,52,53,72,73	7
1652	7	347,67,64	7
1770	7	385,386,383,67,64,61,47	8
1865	7	266,25,26,27,67	7
1888	6	303,25,26,27,67,64	7
1895	7	303,25,26,27,67,72,73,64	7
1907	6	264,25,27,67,52,53	5
1908	6	264,25,26,27,65,67,52,53,47,64	6
1916	6	303,25,26,27,67,72,73,64	7
1924	5	321,25,26,27,67,38,64	5
1949	2	263,25,67,52,53	1
1951	5	303,25,27,67,64	7
1958	7	266,25,65,64	7
1978	7	357,347,25,27,61	1
1988	5	293,25,27,77,69	6
2002	6	264,312,25,26,67,52,53,64	7
2003	2	226,67,25,52,53,72,73	7
2019	1	264,25,26,27,67,72,73	1
2027	7	153,25,26,27,67,72,73,52,53,64	8
2031	2	153,25,27,52,53,64,72,73	3
2045	2	133,67,72,36	7
2069	2	133,72	3
2123	2	133,52,53	3
2129	3	133,72	3
2149	3	133,67	3
2202	7	266,274,69,67,64	7
2234	2	133,72	3
2250	1	133	3
2258	6	133,67,72	4
2284	7	264,25,26,52,53	7
2303	1	264,25,67	1
2312	4	264,25,65,64	3
2320	7	264,25,67,52	3
2326	5	264,25,26,67,52,53,47,64	3
2349	2	264,25,67,64	4
2361	2	267,67,68,72,73	2
2365	6	264,25,67	5
2370	7	264,25,65	4
2387	7	264,25,67,52,53,56,55	8
2393	6	264,25,67,52,53,64	7
2403	7	264,312,25,26,67,72	7
2413	7	266,264,25,70	8
2422	1	133	7
2464	1	264,65,67,64	1
2468	2	347,356,65,67,52,53	1
2498	3	348,65,67,52,53	2
2504	7	354,77,69,52	3
2514	6	266,65,67,64	6
2519	6	266,65,67,64	6
2534	7	354,65,67,52,53	3
2549	7	264,65,70,69	7
2599	1	347,356,65,67,64	1
2615	1	347,65,67,64	1
2620	6	348,357,67,64	3
2625	5	347,65,67,64,52,53	1
2630	6	347,64	7
2632	1	347,67,64	3
2639	6	348,64	3
2727	3	19,23,52,53	3
2732	7	274,23,52,67	7
2753	7	153,25,26,64	7
2763	6	303,67,72,73,64	7
2768	2	347,64	1
2773	6	303,25,67,72,73,64	7
2783	2	354,67,64	3
2784	3	264,25,65,67,64	4
2827	7	52,53	7
2835	6	276,72	7
2837	3	65,67,264,52,64	4
2850	7	263,52,53,23	7
2906	5	133	7
2921	6	267,52,64	7
2931	5	264,67,72,73	6
2947	6	303,25,26,52,64,72,73	3
2953	7	264,52,53,64,67	6
2984	2	264,67,69,77	3
2990	6	312,67,72,73,76	7
2992	7	264	6
3008	7	175,67,52	7
3014	7	266	6
3023	7	175	8
3039	7	205,77,69,72,73,64	8
3049	6	263,264,69,67,64	5
3054	3	263,25,26,68,67,52,53,64	6
3058	7	196,52,53,67,72,73	3
3061	7	196,72,73,52	7
3127	7	225,67,72,73,52,53,64	7
3131	7	225,25,67,72,73,64	7
3141	7	354,347,357,69	2
3143	2	264,17,67,64	6
3158	6	266	8
3184	7	196,52,53,67	7
3197	1	264,23,52,53	3
3213	6	175,52,53,67	8
3218	7	205,67,72,73	8
3229	7	224,67	7
3272	7	264,312,67,52,53,64,72,73,47	3
3285	6	264,77,69,67	4
3294	1	133,67	3
3308	2	133,67,72,73	3
3314	1	133,67,72,73,52,53,64	1
3322	5	266,67,64	7
3347	7	266,67,72	7
3353	2	264,196,67,72,73	6
3370	2	133,52,53,73	3
3379	7	176,67,64	8
3383	7	303,25,67,72,73,64	6
3412	4	312,25,67,72,64	6
3418	6	133,67,72	7
3429	5	264,67,52,53	7
3455	7	303,52,67,72,73,61	7
3458	7	266,67,72,73,52,53,64	7
3467	7	344,67,72	3
3492	6	277,67,53,72,73	3
4393	7	224,67,64	7
4399	2	267,64	6
4412	7	264,25	6
4416	6	264,65	4
4435	7	266,53,64	7
4439	7	266,52,53,64,47	8
4444	5	266,52,53	7
4451	7	264,67,72,73	7
4472	6	264,67,64	6
4473	4	263,67	2
4477	5	264,67,72,73	5
4482	5	264,65,64	7
4486	2	264,67	5
4493	3	264,67,52,53	6
4510	1	264,52,64	4
4529	1	264,67	6
4545	7	264,67,77,69	6
4547	1	264,25,67	6
4551	2	264,312,25,67	6
4558	1	264,67,64	2
4574	6	267,25,67,64	7
4576	6	264,65,64	7
4587	1	264,67	1
4599	3	264,67,52,53	7
4616	5	266,67,72	7
4624	3	264,67,72,73	6
4631	3	264,67,52,53	7
4638	1	264,67,52,53	1
4642	2	264,65,67,52,64	7
4653	6	264,25,67,312	5
4659	7	264,67,64	7
4662	2	264,52,53	7
4681	7	264,25,65,64	7
4688	7	224,52,67,64	7
4696	3	264,77,69,67	1
4701	3	264	3
4712	7	264,25,26,67,52,53	6
4716	7	264,25,26,67,52,53	7
4732	1	264,65	3
4743	2	264,67,52,53	7
4744	3	264,52,61	6
4750	1	264,25,65,67,52,53,64	4
4765	2	264,25,26,67,61,62,44,52,53	2
4769	1	264,67,52,53,64	3
4780	7	264,25,67,64	7
4781	5	263,52,53,61,65	2
4797	3	264	5
4801	1	264,25,65,67	5
4805	6	264,25	6
4823	5	344,25,27,52,53,64,67,68,72,73	5
4826	6	345,52,64,67	3
4855	5	133,52,53,67	1
4865	5	133,52,53,67	3
4890	5	264,25,26,67,52,53	7
4904	4	264,67,25,26,52,53	7
4917	2	264,25,26,67,61,72,73,52,53	3
4920	6	345,67,72,73	8
4930	7	264,25,26,67,52,53,72,73	7
4934	5	312,67,52,53	7
4958	7	176,25,27,64,67	8
4961	7	225,64,72,73,52,53	8
4984	7	303,26,27,67,72,73,64	3
5003	7	292,303,354,25,26,69,67,65	7
5013	3	264,25,27,67,52,72,73	3
5030	7	354,25,26,64,67	7
5041	6	347,64,67,68	1
5089	6	215,25,27,67,72,52	6
5099	7	266,64,65,67,68	7
5114	7	213,67	8
5162	2	347,67,52,53	1
5172	2	133,67	3
5192	4	266,25,64,67,72	2
5203	7	303,25,26,27,67,72,73,52,64	7
5206	5	303,25,27,67,72	6
5222	7	303,45,47,25,65,67,68,72,73,52	5
5230	3	133,67,72	3
5264	4	25,27,67,72	6
5281	7	176,67,64	8
5291	3	264,25,65,67	2
5300	2	354,65,67	1
5331	5	264,25,67,72	7
5360	7	266,23,68,67,64	7
5375	5	133,67	3
5388	2	133,67	3
5436	6	303,25,72,64	6
5454	2	264,67	1
5468	7	264,67,64	7
5478	6	303,25,26,27,67,72	6
5494	5	264,274,67,69,65,52,53,64	7
5509	7	264,312,18,52,53,64,67	7
5515	6	382,383,264,52,53,67,69	7
5541	6	264,67,72,76	7
5566	5	215,67,72,52,64	1
5580	2	144,25,27,67,63,72	3
5585	7	303,25,27,67	7
5587	6	266,25,67,65,23,52,53	7
5605	6	224,266,69,23,25,67,68	7
5620	4	264,19,44,64	2
5642	8	213,52,53,25,26,27,67,72,73,64	8
5656	7	205,67	8
5676	8	217,25,26,27,65,67,72,64	8
5684	7	347,65,356	3
5699	7	347,128,69,67,52,53,47	1
5704	6	264,67,45,46,47,52,53,64	7
5720	2	264,52,53	1
5727	2	347,67,52,53,64	1
5742	3	264,65,67	5
5748	6	133,52,53,67	3
5754	2	347,52,53	3
5757	7	263,234,69,25,26,23,67,52,53,55	5
5764	6	217,52,64,72,73,67	3
5775	3	264,67	6
5874	7	196,266,52,53,65,25	7
5932	1	128	1
5985	7	264,25,26,27,72,73,52,53	7
6004	6	264,25,27,72,73,52	7
6014	7	266,25,23,67,52,53,64	7
6022	6	303,25,67,72,73,64	7
6038	7	213,25,26,27,67,72	3
6044	1	263,67	3
6048	1	196,27,67,72,73,64	7
6055	7	303,25,26,27,67,72,64	7
6063	6	350,22,27	3
6072	7	338,25,27,67,72	5
6083	7	338,25,26,27,67,72,73	3
6096	6	303,25,27,67,72	3
6099	6	264,25,27,67	7
6118	7	303,25,26,27,67,72,73,64	7
6143	5	263,25,67	7
6150	2	133,67	2
6163	5	133,67	3
6180	4	133,67	3
6199	3	133,42,52	7
6238	2	133	3
6248	4	133,67,72	3
6266	6	133,67	3
6281	7	266,25,26,67,52,53	7
6285	3	345,25,26,67,52,53,64	7
6292	1	264,25	6
6312	3	264,25	3
6317	2	264,25,64	3
6319	6	303,25,67,64	2
6337	3	264,25,72	4
6345	4	264,25	7
6362	3	347,25,65,52,53,64	1
6368	2	25,65,52,53	4
6374	2	264,25,67,72	6
6391	7	205,25,67,72	7
6408	2	264,67,64	2
6421	6	264,65,67	6
6435	6	267,23,67,65,52,53	7
6444	1	264,65,19,67,64	5
6455	6	264,25,26,65,77,69,67	7
6476	2	347,65,356,357	2
6481	6	267,65,67,52,53	6
6486	2	347,65	2
6524	7	303,25,65,67,72,73,52,53,64	5
6532	6	264,25,65,67,72,73,52,53	4
6535	2	65,52,53	3
6549	3	264,65,67,69,70,64	2
6581	6	347	1
6586	2	347,67,64	1
6595	6	267,263,52,53,64,67	4
6601	7	348,52,53,356,64,67	5
6663	2	263,23	3
6669	1	264,65,23,67	3
6687	1	264,23,67,64	3
6690	3	263,23,67,64	3
6699	5	266,65,23,67,64	7
6713	1	267,25,67,64	6
6715	3	347,64,67	3
6723	7	303,64,72	6
6737	4	266,25,64,72	6
6742	2	264,67,64	6
6754	1	264,25,67,64	2
6762	2	264,67	2
6772	6	264,65	6
6794	5	267,263,69,65	3
6817	6	303,67	8
6831	6	264,25,67,53	7
6838	1	264,45,47,67,52,64	1
6847	3	345,64	6
6854	3	354,67,68	3
6870	5	266,61,27,52,53	7
6873	2	264,72	2
6894	4	264,267,25,65,67,69,64	3
6897	1	264,67,64	1
6904	3	312,67,72	6
6916	6	215,67,72,73	3
6921	6	263,25,67	7
6924	6	263,65,67,52,53	4
6947	7	196,67,52,53,64	7
6949	7	196,67,52,53,72	7
6987	7	225,64	7
6990	4	267,67,52,53	4
7002	7	214,52,53,25,26,67,72,73,64	7
7017	5	141,72,73,67,64	3
7019	2	141,67,72,73,64	3
7029	5	141,72,73,67,64	3
7040	7	359,67	7
7079	3	303,25,67,72,64	7
7083	1	264,65,67,64	2
7091	7	389,390,223,67,69,72,52,53	8
7107	5	263,25,26,27,67,72	7
7493	1	264	3
7500	5	264,25,67,52	7
7503	5	266	7
7528	4	264,67	3
7537	5	264,65,64	7
7542	5	266,67	8
7548	5	264,67,72,73,64	7
7551	5	264	4
7568	1	264	4
7587	3	264,67	5
7589	2	264,65,67,64	2
7594	3	264	3
7603	2	264,67,64	2
7609	6	264,67,72,73,52,53	5
7621	1	264,67	1
7636	2	264,52,53	7
7640	3	264,65,67,52,53	7
7648	1	264,65,67,52,64	1
7659	7	264,67,72,73	7
7663	1	264,25,72,73	3
7685	2	264,67,52	2
7696	5	264,67,52,72	6
7699	7	266,67,72,73,52,53	7
7704	4	264,23,67,52,53	6
7714	1	264,25,67,64	4
7725	1	264,67,72	6
7733	4	264,25,67,52,53	6
7739	1	264,25,67	1
7746	2	264	3
7763	4	264,72,64	5
7767	1	264,67	7
7776	2	264,65,64	3
7797	1	264,67,52,53,64,72,73	6
7799	1	264,67	3
7806	7	269,263,267,69	6
7812	1	264,67	5
7819	1	264,25	3
7823	6	264,25,67	6
7836	2	267,65	7
7844	5	264,25,65,67	6
7859	7	224,72,73,52,53	3
7876	1	264,67,52	2
7888	5	264,52,53	5
7892	6	264,52,53	6
7903	1	264	1
7906	7	266,67,64	7
7910	7	264,65,25	7
7927	1	264,67,64	2
7934	2	264	6
7941	2	264,18,67,72,73,52,53	7
7949	6	264,312,52,53	7
7960	3	264,312,67	3
7969	2	264,25,26,67	4
7977	7	264,67,64	7
7990	1	264,67,64	2
7994	1	264,67,52,53	3
7997	2	264,52,53,67	2
8001	2	264,67,53	5
8011	2	264,25,26,65,67,52,53	2
8024	3	264,52,53,67	3
8031	2	345,25,67,62,53,52	2
8038	5	264,67,62,53,52	3
8044	6	266,52,53,64	8
8051	2	264,67,64	5
8066	3	264	7
8073	5	263,64	1
8074	3	264,52,53	5
8080	1	264,65	4
8096	3	68,264,67	7
8116	1	264,23,52,53,64	7
8128	3	133,67	3
8140	7	214,23,27,67,52,53,72,73,64	8
8153	3	264,25,133,67,69,72,73	7
8160	8	214,23,52,53,64	8
8183	6	385,386,383,67,68,45,61,62,63,72	7
8190	2	354,25,52,53	3
8219	6	344,64,67,72,73	3
8227	7	344,64,67,76	2
8251	2	263,236,23,67,69,52,53	2
8258	7	214,23,67,52,53,64	7
8281	7	347,52,64,68	7
8289	6	266,65,52,53	7
8295	3	347,27	2
8308	1	347,64	1
8332	1	264,52,53,65,67	1
8338	2	347,67,64,52,53	1
8346	5	133,67,52,53	3
8356	1	347,67	1
8374	5	342,67,72,73,52,53,64	3
8385	6	264,25,26,67,52,72	7
8462	5	266,52,53,64	7
8473	2	264,25,52,53	6
8503	1	347	3
8548	7	264,312,45,47,52,53,23,25,26,27	7
8560	5	292,25,303,65	3
8567	3	303,27,67,52,53,72,73,64	6
8581	7	347,356,25,26,27,65,52,53,64	1
8583	5	264,25,27,67	7
8597	1	264,25,67,68,27	2
8609	6	264,25,26,27,67	7
8621	7	213,25,26,27,67,64	7
8636	5	264	5
8650	2	133,72,73,52,61	3
8656	2	133,67	3
8676	5	133,67,52,53,72,73	3
8753	7	140,25,26,67,64,72	7
8766	6	264,25,52,77,69	5
8772	5	262,25,26	3
8783	7	264,25,70,69,52,64,67	7
8786	5	303,25,64,65,52,53	3
8792	7	266,25,64	7
8822	2	264,65,67,53,64	2
8826	3	133,67	3
8834	2	264,65	2
8854	3	347,356,67,65,52,53	1
8863	1	264,65,23,67	2
8873	7	264,267,65,69	4
8880	2	347,356,65	2
8923	2	263,269,23,65,64	3
8932	2	264,23,67,52,53,64	5
8945	2	141,23,67,72,73,52,53,64	3
8951	1	264,23,67	4
8961	6	267,25,26,65,67,45,52,53,47,64	7
8970	3	267,312,65,67,64	5
8982	4	264,25,64	6
8987	2	264,64	6
9010	7	263,65,67,52,53,64	2
9031	7	141,67,72,73,64	7
9045	7	303,25,72,73,64	7
9063	3	264,65,67,52,53	6
9069	5	303,52,53,67,64	1
9076	2	303,67,52,53,64	2
9086	6	347,25,67	6
9090	7	196,67,64	7
9093	7	52,64	8
9133	5	292,25,303,65	3
9156	6	141,67,72,73	3
9158	4	141,23,67,72,73,52,53,64	3
9163	3	141,67,52,53,64,72,73	3
9204	5	264,19,64	4
9206	7	224,266,69,77,67,52,53,64	7
9226	5	345,67,52,53,72,73	5
9247	6	385,386,383,67,61,64,37	7
9279	5	264,25,347,69,67,72,73	6
9291	1	347,67,52,53	1
9306	5	264,52,67,72,73	5
9333	2	133,67	3
9336	5	264,67	3
9343	3	347,357	1
9462	5	78,79	5
9514	6	78,79	6
9521	3	78,79	3
9592	7	78,79	7
9656	5	78,79	5
9714	7	78,79	7
9745	7	342,67,72,73,52,53	7
9767	6	344,67	7
9781	7	225,67,68,37,72,73,52	8
9814	6	264,25,26,67	7
9828	7	196,67,52,72,73	7
9845	7	303,25,26,27,67,72,37	3
9881	5	264,25,64,67,68	7
9895	3	245,264,69,67,64,52,61	3
9905	7	303,25,52,53,67,64	3
9930	5	354	3
9933	7	228,25,67,72,73,52,53,64	8
9941	6	303,25,67,72,64	6
9968	7	385,386,383,388,93,69,67,64	7
9984	1	312,67,52,53	7
10020	1	264,25,67,72,73,52,53	5
10031	7	359,25,67,26,27,72,73,52,53	4
10065	6	264,67,72,73,64	7
10079	7	264,67,52	6
10107	6	264,64,67	6
10120	7	271,312,25,67,72,73	7
10137	7	266,280,25,26,27,67,72,73,64	7
10151	1	133,52,67	3
10177	7	312,67	7
10185	7	196,67,42,52,53,72	7
10198	6	133,67,52	3
10234	2	269,263,23,63	3
10244	7	264,65,52,53	7
10251	4	345,72	3
10258	2	264,67,64	6
10262	2	264,67,52,53,64	6
10267	2	264,67	2
10280	2	264,64	6
10283	2	264,67,52,53,64	2
10313	1	264,67	5
10318	1	264,52,53,64	2
10327	1	264	6
10330	6	264,67,72,73,52,53	6
10345	2	264,67,72	5
10354	7	263,67,55,56,64	7
10365	1	264,67	6
10367	5	264,67,72,73	3
10383	7	192,67,64	8
10391	5	263	7
10407	5	266	3
10410	1	264,25,67	1
10413	2	264	2
10429	3	264,67,52,53	3
10432	7	267,312,25,52,53,65,67,64,72,73	7
10440	5	224,67,72,73	7
10451	2	264,67,52,53,64	3
10456	2	264,67,52,53,64	6
10462	3	264,65,67,52,53,64	7
10474	2	266,67,72,64,52	7
10475	1	264,67	4
10492	2	264,25,26,72,73	4
10499	7	264,67,52,53,64	7
10505	2	264,67,52,53,64	1
10520	5	263,25,26,27,67,53	1
10531	7	285,25,26,27,67,72,73,64	8
10556	7	264,25,26,61,27,68,67	7
10578	7	205,67,72,73,52	7
10581	5	264,67,52	6
10587	3	359,67,53	1
10597	7	266,67,52,53,64	7
10600	2	269,263,23,53,64	1
10613	1	264,23,67,53	1
10617	3	264,67,72,73	7
10622	5	264,52,53,67	3
10625	3	303,25,26,27,37,53	6
10641	8	266,69,70,45,47,52,53,64	7
10649	3	264,67,42,44,52,53	2
10656	7	347,67,53,47,64	1
10665	3	303,25,67,53,64	2
10670	6	264,67,45,47,52,53	6
10672	5	347,67,52	1
10675	6	347,52,67	1
10697	3	264,52,53,67	3
10757	7	312,25,67,52,53,64	7
10774	7	263,25,67,70,69,52,53,55,56	2
10822	7	347,25,65,356,67,26,27,64	1
10836	7	213,25,26,27,67,72,73,64	7
10849	6	264,25,67,72,73	6
10862	7	264,25,26,27,67,65,52,53,72,73	7
10874	5	303,25,26,27,67,72,64	6
10877	6	143,25,26,27,67,72	3
10890	5	133,67,52,53	3
10898	4	133	3
10927	3	133,67,72	3
10941	6	133,67	3
10946	6	264,25,67,65,52,53	7
10949	1	264,25	2
10961	3	274,25,23,67,72,73	7
10976	6	264,25,65,52,53	7
10998	4	266,25,67,52,53,64	7
11001	6	263,25,26,67,55,56	7
11014	7	213,25,67,72	7
11031	7	225,25,67,64	7
11047	6	264,25,67,52,53,64	6
11049	2	264,25,65	7
11085	5	264,65	6
11089	3	264,25,65,68	4
11106	2	264,65,67,52	3
11116	2	264,23,65,67,45,47,52	3
11120	7	264,65,67	7
11174	3	354,52,53,72,73	3
11216	2	263,23,47,52,53	1
11224	2	264,25,23,67,72,73	1
11239	4	263,25,65,67,64	3
11241	5	264,67,64	3
11266	2	264,234,25,69,65,67,36,64	7
11281	6	345,72,67,52,64	2
11306	7	303,72,73	7
11312	1	264,67,72	6
11319	6	263,267,69,67,64	6
11320	1	263,67	1
11362	7	213,220,25,67	8
11372	6	264,25,67,64	7
11384	7	196,67,44,52,53,64	6
11385	7	225,67,72,73	7
11400	7	224,30,52,53,67	7
11515	7	264,275,25,52,53,64,67,69,312	7
11531	6	264,67,52,53	7
11532	7	264,45,47,52,53	7
11546	7	224,52,67	7
11549	5	264,64	7
11564	1	264,67,52,53,64	6
11571	5	264,67,52,53,64	7
11577	5	264,67,72,73	4
11586	6	264,52,67	4
11595	2	267,67,72,73	2
11601	1	264	1
11607	6	264,52,53	3
11609	7	176,196,67,69,64	8
11630	1	264,67,52,53,64	2
11639	1	264,67,52,53,64	3
11644	1	264,67,52,53,64	1
11655	6	264,25	7
11663	1	264,67,64	2
11671	5	264,25,64	3
11675	1	264,72,73	2
11689	1	264,312,67,72	7
11697	2	264	2
11715	1	264,67,52,53	2
11717	2	274,64	7
11733	2	264,67,52,53,64	7
11740	1	264,25,67,72,64	6
11742	2	264,72	4
11747	1	264,67	1
11771	3	266,67,64	7
11779	4	266,65,64	7
11782	6	267,25,64,67	7
11789	5	266,72,73	7
11800	7	266,72,73,52	3
11808	5	263,25,27,56,64,67	7
11813	3	264,67,52,53	2
11824	3	266,25,67	7
11830	5	264,67,52	3
11870	2	264,52,53,67	3
11908	3	293,133,69,52,53,67	3
11921	7	264,312,25,26,27,23,67,68,72,73	7
11936	6	347,234,69,67,64,52,53	7
11944	2	264,67,52	2
11965	6	264,67,52	5
11985	5	133,67,72,73	3
11992	7	266,67,65,52,53	8
12025	2	133,67,52,53	3
12041	3	303,25,26,67,72,73,64	4
12083	7	143,25,26,27,72	1
12100	7	214,25,67,72,64	7
12102	7	264,25,67,72	7
12125	3	264,67,72	3
12150	2	269,263,23,65,64	1
12170	3	264,25,68,67	4
12192	7	176,67,25,27,72,73,53,64	8
12196	7	264,266,25,26,67,69,52,53,64,27	8
12204	7	140,25,27,23,64	8
12221	6	347,52,53,64	2
12232	1	234,275,25,26,27,67,69,77	7
12247	7	338,346,67,72	3
12291	5	303,25,27	6
12304	2	264,25,65,52,53	7
12310	6	264,25,26,27,67,64,52,53,47	6
12318	7	303,25,26,64,27,65,67,72,73	8
12321	2	264,52	6
12337	7	303,25,26,27,67	6
12352	7	303,25,26,27,67,72	7
12357	3	303,25,27,65,67,70,69	7
12372	7	303,25,27,67,72,64	7
12376	7	303,25,26,27,67,64	3
12404	2	133,67,52,53	1
12417	2	133,67	5
12427	5	133,67	7
12449	3	133,67	3
12464	3	133,67	7
12486	6	264,25,65,67	7
12496	3	264,25,67,53	4
12505	2	264,25,67	4
12512	6	264,25	6
12537	2	264,25	2
12538	7	303,25,26,65	6
12548	3	264,25	3
12567	7	214,213,25,67,69,72,64	7
12585	2	264,25,67	3
12590	3	264,25	5
12591	7	266,25,65	7
12631	2	264,65,67,47,52,53,64	3
12690	5	347,357,65	1
12697	6	347,357	1
12715	5	264,23,61,67,52,53	7
12717	1	264,23,64	1
12725	6	263,23,67,52,53	7
12740	1	347,67,52,53,64	1
12754	7	264,23,67,52,53,64	7
12765	2	264,65,67,52,53	3
12782	6	264,267,18,69,72,73,67,52,53	6
12835	7	266,25,67	8
12842	6	264,312,52,67,69	4
12851	3	264,67	3
12865	7	196,67,52,72,73	7
12877	6	264,25,64,65,67	7
12897	7	214,67,72,64	7
12902	5	141,67,47,52,53,64	1
12904	3	141,67,72,52,53,64	1
13409	7	266,52,53,64	7
13415	5	264,67,52,53	7
13423	5	264,67,53	5
13427	4	264,67	5
13434	6	264,67,72,73	5
13439	2	264,67,53	2
13454	3	264,25,65,67,52,53	7
13458	1	264,65,67,52,53	2
13461	2	264,67,72,73,52,53	3
13464	1	264,67,52,53	1
13497	6	266,67	7
13508	7	264	3
13511	3	264,67,64	3
13516	2	264,312,72	5
13523	6	266,67,72	7
13525	2	264,64,67	1
13531	3	264	4
13541	6	264,67	7
13548	6	264,67	6
13554	3	264,67,72	4
13557	7	266,61,67,72,73,52,53	7
13577	5	264,67,64,47,52,53	6
13584	7	196,52,53,67	7
13598	7	224,53,64,65,67	8
13608	6	264,67,62,64	7
13613	2	264,67	4
13625	1	264,52	1
13630	2	264,67	6
13637	1	264,65	3
13652	4	345,25,26,27,67,72,73,52,53,64	3
13684	3	264,65,67,52,64	3
13740	5	345,52,53,64,72,73,76	7
13749	2	264,25,26,67,47,52,53,64	3
13752	6	385,386,383,93,67,61,63,45,72,73	7
13764	3	264,25,26,67,65,52,53	2
13776	7	266,26,67,70,69,72,27	7
13779	7	264,25,27,67,72,73,52	7
13828	7	280,177,69,52,53	1
13844	7	196,25,67,64,47,52,53	8
13881	7	141,25,26,27,67,72,64	7
13895	1	264,52,53,64	6
13908	7	264,25,72,73,52,53	7
13920	3	264,67,52,53	6
13946	7	303,67,25,72,73,52,53	3
13967	3	133,67,64	3
13979	3	312,25,26,67,64	7
13988	7	205,67,72,73,64	7
13996	1	133,67,64	3
13999	2	133,52,67,64	3
14020	2	133,67,64	3
14049	2	264,67,64	3
14053	7	205,25,26,67,72,73,64	7
14069	2	264,25,26,64,67,72,73	3
14083	2	133,67	3
14101	5	266,67,72,73,64	7
14119	2	133,67,64	2
14130	3	133,67,64	3
14143	3	264,67,52,53	3
14165	7	196,67,72,73,52,53	7
14170	6	264,312,72,73,52,64	6
14204	4	347,354,25,26,27,67,68,69,72	1
14211	6	264,25,27,53,64,67,72,73	7
14245	7	196,266,67,69	7
14266	7	266,264,25,27,65,69,64	8
14311	2	133,67,42,44,52	3
14317	7	347,64	6
14320	2	133,67	3
14323	3	133,67	3
14337	3	347,47,52,53	1
14341	5	133,72,75	3
14352	1	347,52,53,67,64	1
14358	7	264,65,67,45,47,52,53,64	2
14372	1	133,67,42,44,72,73,52,53	3
